"Date","Open","High","Low","Close","Volume","Adj Close"
"2013-04-16",415,420,410,410,66.024,410
"2013-04-17",410,410,410,410,2.8000000000000003,410
"2013-04-18",420,641,420,640,2592.658599999996,640
"2013-04-19",641,780,641,780,1891.2900000000006,780
"2013-04-20",760,850,721,850,4984.831499999992,850
"2013-04-21",798,798,666,751,1551.066,751
"2013-04-22",760,760,731,760,784.5000000000001,760
"2013-04-23",774,830,757,830,607.4550000000005,830
"2013-04-24",830,960.1,830,880.1,587.789000000001,880.1
"2013-04-25",940,945,860,860,731.4751999999997,860
"2013-04-26",855,855,790,848,455.02239999999955,848
"2013-04-27",845,850,791,791,55.996099999999984,791
"2013-04-28",800,848,800,833,33.4926,833
"2013-04-29",816,900,815,855,112.51830000000002,855
"2013-04-30",878.99,890,838,871,101.8087,871
"2013-05-01",855,871,731,760,576.1685999999994,760
"2013-05-02",755,770,620,680,1027.0106,680
"2013-05-03",680,687,555,630,1576.8258999999998,630
"2013-05-04",630,740,630,730,2372.893799999996,730
"2013-05-05",736,765,710,745,5027.096900000052,745
"2013-05-06",742,765,720,740,4549.777099999997,740
"2013-05-07",750,750,670,701,3709.4761999999946,701
"2013-05-08",700,710,690,700,2389.250499999984,700
"2013-05-09",700,703.19,690,695,1699.8176999999941,695
"2013-05-10",695,725,691,715,3126.6370000000084,715
"2013-05-11",721.5,722,700,715,1285.3096999999918,715
"2013-05-12",716,716,700,700,1344.0047999999922,700
"2013-05-13",703,709,700,700,1189.9211999999973,700
"2013-05-14",707.3,711,698,698,1704.0072,698
"2013-05-15",698,700,665,670,1260.053499999998,670
"2013-05-16",697,697,675,688,1013.8468999999999,688
"2013-05-17",688,707,686,707,1666.4616999999967,707
"2013-05-18",709,718,700,710,3112.1909000000037,710
"2013-05-19",711,720,700.32,712,2346.334099999995,712
"2013-05-20",710,718,702,707,12832.478299999977,707
"2013-05-21",708,728,707,710,3461.1540000000005,710
"2013-05-22",710,721,710,719,3701.6225999999983,719
"2013-05-23",718.01,749,718,744.5,3647.330700000001,744.5
"2013-05-24",744.6,800.5,744,800,3609.910399999988,800
"2013-05-25",800.01,805,764,778.5,2195.948699999997,778.5
"2013-05-26",778.5,790.88,764.11,790.1,2215.5201000000006,790.1
"2013-05-27",790.1,796.99,766,766,1215.9699999999996,766
"2013-05-28",766.49,776.99,745,750,1451.989299999999,750
"2013-05-29",750,773,748,771,1392.5929,771
"2013-05-30",770.5,774.7,750.01,766,1497.8287999999984,766
"2013-05-31",765,770,758.88,762,1226.7338999999981,762
"2013-06-01",762,770,760,765,1141.7132000000004,765
"2013-06-02",765,769,713.5,730,2569.4538000000034,730
"2013-06-03",730,732,705.01,721,1705.5302999999974,721
"2013-06-04",721,740,719,724,1831.8261999999966,724
"2013-06-05",724,737.99,723.11,733,1853.3478999999945,733
"2013-06-06",734,736.98,723,725,1487.184099999998,725
"2013-06-07",723.01,728,680,686,1574.521099999998,686
"2013-06-08",688,700,680,685,2683.7037000000073,685
"2013-06-09",685,685,606,630,4121.968599999993,630
"2013-06-10",630,677,625,665,2901.0274000000036,665
"2013-06-11",656.11,687,655.11,685,3009.7954000000072,685
"2013-06-12",686.99,689,673,673,2270.293900000003,673
"2013-06-13",678,684,653,653,3097.6551,653
"2013-06-14",658,661.56,635,642,3302.6432000000004,642
"2013-06-15",642,648,630,633,2834.5049999999965,633
"2013-06-16",633,645,631.01,641.06,2137.7387,641.06
"2013-06-17",638,642.5,631.01,641,2090.779900000001,641
"2013-06-18",641,682.01,636.01,665,6106.352200000004,665
"2013-06-19",664.9,674,661,664,3429.9192999999955,664
"2013-06-20",667,679.99,663,672,4672.290799999998,672
"2013-06-21",675,677,655,662,4291.968800000003,662
"2013-06-22",662,665,645,653,4269.680900000002,653
"2013-06-23",650,655,647,652,3324.492800000006,652
"2013-06-24",651.8,653.9,611.5,625,4481.364900000019,625
"2013-06-25",621,644.99,621,626,4061.6471,626
"2013-06-26",638,638,622,623,1828.2210999999973,623
"2013-06-27",628,638,615.1,619,2332.0554999999977,619
"2013-06-28",619,621.6,587,590,3737.5003999999976,590
"2013-06-29",587,599.8,572,592,4175.8852999999945,592
"2013-06-30",588,594.99,585,586.02,2569.628399999996,586.02
"2013-07-01",586.02,590,525,530,3326.9125999999987,530
"2013-07-02",530.3,547,525,542,5089.815700000005,542
"2013-07-03",547,554,490,502,4421.758599999992,502
"2013-07-04",501,506,460,491,4316.186000000002,491
"2013-07-05",493,497.99,415,425,4040.252599999998,425
"2013-07-06",430,452,403,428,3930.535100000009,428
"2013-07-07",426,459,415,459,3478.6050000000005,459
"2013-07-08",460,487.99,450,476,3188.7598000000003,476
"2013-07-09",476,476,450,469,4049.931199999998,469
"2013-07-10",464.18,508,463,508,3653.482000000008,508
"2013-07-11",511,542,511,542,4207.861699999997,542
"2013-07-12",542,605,535,562.3,3028.4802000000022,562.3
"2013-07-13",562.66,582.5,533,582.5,4598.283499999998,582.5
"2013-07-14",583,583,555,555,2199.222100000017,555
"2013-07-15",570,581.8,550,570,2500.2496999999976,570
"2013-07-16",573,578.9,569.99,574,2301.0060000000035,574
"2013-07-17",574,579,567,576,2455.187199999997,576
"2013-07-18",573,575.9,517.01,530,3505.0963999999963,530
"2013-07-19",529.1,540,521.2,535,2245.909500000005,535
"2013-07-20",535,537,525.01,525.01,1863.3024999999998,525.01
"2013-07-21",525.01,530,505.8,524,2033.210699999995,524
"2013-07-22",520,535.99,520,524,1646.5547999999992,524
"2013-07-23",526,545,523,545,1898.1297999999988,545
"2013-07-24",543,544.9,535,538.5,1607.1407999999992,538.5
"2013-07-25",535.2,544.5,535,543,1667.136300000001,543
"2013-07-26",542.99,546,536,544.9,1576.3817999999985,544.9
"2013-07-27",542,544.5,521,530,1917.2213999999994,530
"2013-07-28",530.2,546,530,533,1640.7042000000004,533
"2013-07-29",533,554.8,533,550,2736.9131999999995,550
"2013-07-30",550,575.9,550,575,2916.0109000000025,575
"2013-07-31",575,610,574,595,3174.6322000000077,595
"2013-08-01",596,596,579.9,585,3060.874699999998,585
"2013-08-02",581.1,591.99,569,582,2429.6883000000025,582
"2013-08-03",591.96,591.96,577,578,2170.7669000000014,578
"2013-08-04",579,586,579,585.99,2198.042600000001,585.99
"2013-08-05",585.99,590.5,582.8,589.4,2406.6787,589.4
"2013-08-06",588.7,590.55,584,590.5,2233.136099999998,590.5
"2013-08-07",590,593.9,580,584.5,1949.686600000001,584.5
"2013-08-08",585,586,569,573.99,2472.6683000000007,573.99
"2013-08-09",573.99,578,571.12,573.01,2331.6264999999976,573.01
"2013-08-10",574.9,577,569,570.02,1962.7566000000024,570.02
"2013-08-11",572,576.9,570,575,1785.476799999999,575
"2013-08-12",575,581,570,581,2599.528100000004,581
"2013-08-13",581,585,579,583.5,1630.679700000001,583.5
"2013-08-14",583.5,605.2,583,597.18,3604.930299999996,597.18
"2013-08-15",597.18,605,595,600,3602.7400000000025,600
"2013-08-16",600,603,589,599,2767.5391999999997,599
"2013-08-17",597,604,596,604,2446.7868000000003,604
"2013-08-18",603.99,610.12,600,606,2103.5594999999994,606
"2013-08-19",603.08,638,603.08,631,3669.8108,631
"2013-08-20",631,639.5,630,636.02,3203.812,636.02
"2013-08-21",636.02,670,636.02,665,2897.308700000003,665
"2013-08-22",669.99,688,667,675,3111.4297000000015,675
"2013-08-23",675,680,646,660,5954.835900000002,660
"2013-08-24",660,672,652.1,657,3870.1956999999966,657
"2013-08-25",657,677,656,677,4408.501700000006,677
"2013-08-26",677,679.99,668.05,671.2,4086.389699999984,671.2
"2013-08-27",671.2,706,669,706,4921.01869999999,706
"2013-08-28",702,716,695.01,708,3853.1329000000005,708
"2013-08-29",708.1,721,708,710.01,4062.646699999999,710.01
"2013-08-30",717,750,712.1,746.5,4751.6762000000135,746.5
"2013-08-31",748,815,745,806,5164.186500000006,806
"2013-09-01",806,813,780,805,4696.518000000001,805
"2013-09-02",806,806,794,798.5,4139.060400000003,798.5
"2013-09-03",802.89,802.89,792,797,2872.3582,797
"2013-09-04",797,806,735,735,3701.1605,735
"2013-09-05",735,770,665,740,6172.777500000001,740
"2013-09-06",740,750.9,710,710,4406.327000000001,710
"2013-09-07",708,743,700,730,6204.904999999997,730
"2013-09-08",730,751,712.2,713.5,4003.9667000000104,713.5
"2013-09-09",713.5,760,710.8,743,6199.059400000028,743
"2013-09-10",748.98,761,740,740,6805.880000000026,740
"2013-09-11",740,764,721,764,7123.4175,764
"2013-09-12",764,768,751,759,7490.775600000004,759
"2013-09-13",760,766.89,758,760,4990.691899999995,760
"2013-09-14",760,766,752,752,7263.688700000013,752
"2013-09-15",752,767,743,751,8358.677100000012,751
"2013-09-16",755,760,751.2,753.5,8097.599799999998,753.5
"2013-09-17",753.5,755,750,755,7442.900700000031,755
"2013-09-18",751,758,751,758,6533.43399999999,758
"2013-09-19",758,759,738,746,8957.562800000038,746
"2013-09-20",746,746,740,740,8094.693300000035,740
"2013-09-21",744.01,745,740,740,6573.062699999998,740
"2013-09-22",740,743.01,739,740,5381.964600000004,740
"2013-09-23",740.01,743.01,730,734,4220.592000000021,734
"2013-09-24",734,738,726,738,3728.400700000004,738
"2013-09-25",736,747,735,745,4269.203000000006,745
"2013-09-26",743,750,743,750,5432.429799999995,750
"2013-09-27",748,759.04,748,759,5841.787000000031,759
"2013-09-28",759,765,755,762,4186.702500000013,762
"2013-09-29",762,800,762,773.01,4162.297499999994,773.01
"2013-09-30",779,785.99,770,770,3861.1943000000356,770
"2013-10-01",770,782.9,770,778,4420.081200000001,778
"2013-10-02",772.3,779,686,702,5283.559100000029,702
"2013-10-03",700,754.99,686,735,8262.9973,735
"2013-10-04",741.5,760,740,747,4846.605999999999,747
"2013-10-05",765,765,750,762,4180.000200000001,762
"2013-10-06",762,762,750.01,761.5,3298.5331000000065,761.5
"2013-10-07",761,763.2,750.11,762.99,4349.5004000000035,762.99
"2013-10-08",758,770,758,770,3586.7442000000055,770
"2013-10-09",770,796.6,767,795.99,5647.646400000028,795.99
"2013-10-10",792,807,791,795,4017.330399999991,795
"2013-10-11",795,803,795,795.02,5844.698800000006,795.02
"2013-10-12",799.99,806,795.01,798,4360.119299999999,798
"2013-10-13",798,843.3,783,841.99,4300.152300000001,841.99
"2013-10-14",840,898.88,821.1,867,5483.866300000001,867
"2013-10-15",871,899,867,898.99,4589.401200000007,898.99
"2013-10-16",899,937,885,898.99,5296.738700000013,898.99
"2013-10-17",885,921.99,870,910,3237.1139000000003,910
"2013-10-18",913,948,903.01,948,2007.3209000000018,948
"2013-10-19",948,1026,935,994,2718.4996000000033,994
"2013-10-20",982.01,1024.98,982.01,994.1,781.9642999999999,994.1
"2013-10-21",1020,1160,997,1160,728.4854999999999,1160
"2013-10-22",1159,1350,1108,1204,3051.9674000000077,1204
"2013-10-23",1252,1298,1205,1298,1569.116500000001,1298
"2013-10-24",1298,1329,1101,1183,1354.7227999999982,1183
"2013-10-25",1184,1229,1000,1144,1685.9571999999969,1144
"2013-10-26",1140,1140,1033.2,1074,1395.7017000000008,1074
"2013-10-27",1074,1243,1072.01,1243,1433.3000000000015,1243
"2013-10-28",1243,1250,1156,1246,1498.8182000000013,1246
"2013-10-29",1229,1295,1222,1283,1612.4945999999998,1283
"2013-10-30",1268,1286,1245,1245,1399.9768000000006,1245
"2013-10-31",1245.1,1265,1243,1260,1560.637,1260
"2013-11-01",1260,1264,1245.01,1257,1707.2059999999994,1257
"2013-11-02",1258,1285,1256,1257,1416.144800000002,1257
"2013-11-03",1260,1300,1257,1281,1672.3907999999938,1281
"2013-11-04",1300,1477,1281,1450.01,2110.9009999999985,1450.01
"2013-11-05",1450.01,1544.49,1390,1516,2999.142799999995,1516
"2013-11-06",1478,1666,1477,1627,3092.5082000000125,1627
"2013-11-07",1627,1977,1627,1875,3710.386700000001,1875
"2013-11-08",1875,2260,1830,2073,4189.598099999995,2073
"2013-11-09",2150,2630,2073,2495,4245.542300000004,2495
"2013-11-10",2389,2487,1900,2099,7444.633000000006,2099
"2013-11-11",2099,2297,2010,2247,6610.626800000019,2247
"2013-11-12",2213,2443,2213,2390,6300.210400000003,2390
"2013-11-13",2390.01,2627,2342,2542,6066.084200000024,2542
"2013-11-14",2616,2768,2501,2579,5489.529699999998,2579
"2013-11-15",2579,2765,2579,2748,5671.352800000024,2748
"2013-11-16",2748,2888.88,2681,2761,3671.9621000000075,2761
"2013-11-17",2760,3285,2760,3008,4276.657200000014,3008
"2013-11-18",3224,5897,3053,5695,2861.052400000002,5695
"2013-11-19",5698,7197,3763,5378,3030.4967000000406,5378
"2013-11-20",5004,5380,3501,4295,3518.8020999999967,4295
"2013-11-21",4295,5100,4101,5100,3660.980500000024,5100
"2013-11-22",5049.99,5150,4750,5100.03,3773.54460000011,5100.03
"2013-11-23",5092,5847.02,5092,5680.01,4648.186000000079,5680.01
"2013-11-24",5599,5705.05,5110,5300,5878.894799999949,5300
"2013-11-25",5300,5499,5100,5268.01,7791.282400000169,5268.01
"2013-11-26",5211.63,5690.01,5125,5690,6838.680000000595,5690
"2013-11-27",5690,6100.03,5300,5946.9,7509.022500000347,5946.9
"2013-11-28",5851.89,7500,5843,6995,10963.050100000873,6995
"2013-11-29",6990.02,7999,6702.7,7501,19981.33780000009,7501
"2013-11-30",7501,8200,7199,7458,20982.702500000396,7458
"2013-12-01",7458,7650,5811,6350,17787.275099999242,6350
"2013-12-02",6401.99,6834.82,5490,6386,12403.505400000035,6386
"2013-12-03",6386,6768.13,6199.99,6699,7168.47260000039,6699
"2013-12-04",6699,7000,6517,6950,7240.46340000078,6950
"2013-12-05",6981,7200,5000.7,6150,12239.316399999952,6150